driver_id,miles_driven,vehicle_type,driver_safety_score,date_latest_delivery,date_first_delivery,date_of_birth,date_of_loss,claim_closed_ind,incurred_loss_bodily_injury,incurred_legal_expenses
12201,"40,263",electric vehicle,4.55,3/30/2024,5/30/2021,12/30/1976,,,,
12202,"1,410",motorcycle,5.00,6/4/2023,10/4/2022,4/4/1957,,,,
12203,"30,340",sedan,4.86,6/3/2024,8/3/2021,1/3/1974,,,,
12204,"1,505",electric vehicle,3.60,6/27/2024,4/27/2024,3/27/1989,,,,
12205,"11,656",sedan,3.34,6/12/2024,5/12/2021,8/12/1988,,,,
12206,"9,120",bicycle,5.00,1/14/2024,1/14/2023,3/14/1963,,,,
12207,365,sedan,5.00,2/24/2024,7/24/2022,6/24/1953,,,,
12208,"22,358",bicycle,5.00,7/6/2022,3/6/2020,4/6/1944,,,,
12209,742,truck,5.00,7/1/2024,10/1/2023,11/1/1972,,,,
12210,"25,888",motorcycle,2.90,5/4/2023,10/4/2021,10/4/1992,5/4/2023 2:05:00,1,"$36,500.00","$7,788.40"
12211,"2,199",motorcycle,5.00,7/1/2024,5/1/2024,3/1/1968,,,,
12212,"18,682",sedan,5.00,6/19/2024,11/19/2022,5/19/1953,,,,
12213,"7,550",truck,1.35,8/5/2023,5/5/2021,,8/4/2023 18:45:00,0,"$10,752.00",$116.66
12214,"10,141",motorcycle,2.09,6/24/2024,10/24/2020,3/24/1997,,,,
12215,"39,307",bicycle,2.35,7/13/2023,7/13/2020,6/13/1995,7/12/2023 14:34:00,0,"$7,583.00",$208.62
12216,"22,989",bicycle,5.00,12/2/2023,3/2/2021,9/2/1965,,,,
12217,"9,084",sedan,5.00,7/1/2024,2/1/2022,9/1/1969,,,,
12218,"24,217",bicycle,2.45,4/21/2022,11/21/2019,2/21/1994,4/20/2022 15:37:00,1,"$11,118.00",$151.61
12219,"12,620",motorcycle,4.54,8/31/2023,11/30/2021,7/30/1977,,,,
12220,"8,235",truck,5.00,3/22/2024,3/22/2020,3/22/1968,,,,
12221,"2,482",electric vehicle,4.23,6/29/2024,11/29/2022,9/29/1981,,,,
12222,"37,345",bicycle,3.34,7/11/2022,11/11/2019,3/11/1987,7/10/2022 18:45:00,1,"$64,413.00","$4,751.17"
12223,"50,785",bicycle,3.68,6/23/2022,8/23/2018,10/23/1982,6/22/2022 22:53:00,1,"$21,572.00",$396.19
12224,"6,278",bicycle,3.07,5/27/2024,8/27/2023,3/27/1993,,,,
12225,950,motorcycle,3.70,3/6/2024,1/6/2024,1/6/1988,,,,
12226,"5,701",motorcycle,0.57,12/18/2023,7/18/2023,2/18/2005,12/17/2023 13:32:00,0,"$25,000.00","$2,154.15"
12227,"42,256",sedan,2.81,9/10/2022,8/10/2019,4/10/1991,9/10/2022 4:10:00,1,"$12,439.00",$295.65
12228,"13,982",electric vehicle,5.00,3/29/2024,12/29/2022,1/29/1955,,,,
12229,"70,015",sedan,2.06,1/8/2024,1/8/2020,8/8/1996,1/8/2024 0:59:00,1,"$39,950.00","$2,246.13"
12230,"23,526",bicycle,5.00,8/7/2022,8/7/2020,9/7/1953,,,,
12231,"8,601",sedan,1.33,5/26/2024,3/26/2022,1/26/2002,5/25/2024 19:48:00,0,"$20,199.00","$1,573.63"
12232,"7,715",truck,5.00,8/16/2022,10/16/2021,12/16/1943,,,,
12233,"21,206",electric vehicle,0.95,8/13/2023,7/13/2022,6/13/2003,8/13/2023 1:02:00,0,"$25,000.00","$4,061.58"
12234,"5,605",sedan,5.00,7/1/2024,7/1/2023,11/1/1961,,,,
12235,"15,849",sedan,5.00,7/1/2024,2/1/2022,1/1/1955,,,,
12236,"4,066",electric vehicle,2.50,7/1/2024,8/1/2023,7/1/1997,,,,
12237,"63,629",bicycle,5.00,1/5/2023,2/5/2020,12/5/1961,1/5/2023 7:16:00,1,"$60,272.00","$4,844.42"
12238,"9,540",bicycle,2.24,6/29/2024,3/29/2022,9/29/1997,,,,
12239,"2,485",motorcycle,5.00,6/30/2024,1/30/2024,7/30/1952,,,,
12240,956,bicycle,5.00,6/24/2024,11/24/2022,12/24/1972,,,,
12241,"8,187",electric vehicle,2.62,6/13/2023,12/13/2021,1/13/1995,,,,
12242,"3,926",electric vehicle,4.93,2/14/2023,10/14/2022,7/14/1974,,,,
12243,"42,484",truck,5.00,6/28/2024,11/28/2021,11/28/1967,,,,
12244,813,sedan,5.00,6/20/2024,2/20/2024,6/20/1974,,,,
12245,579,motorcycle,5.00,4/19/2023,12/19/2022,7/19/1966,,,,
12246,"17,351",sedan,5.00,6/27/2024,11/27/2020,7/27/1951,,,,
12247,"25,626",sedan,2.05,7/28/2022,11/28/2020,6/28/1997,7/27/2022 16:40:00,0,"$25,000.00","$3,262.14"
12248,"28,369",bicycle,4.13,7/1/2024,11/1/2020,9/1/1980,,,,
12249,"43,265",electric vehicle,5.00,7/1/2024,7/1/2021,9/1/1961,,,,
12250,"3,442",sedan,3.67,6/6/2024,3/6/2024,7/6/1988,,,,
12251,"8,303",motorcycle,2.43,6/23/2024,5/23/2022,9/23/1996,,,,
12252,"1,453",bicycle,5.00,7/1/2024,5/1/2024,11/1/1960,,,,
12253,"5,940",sedan,1.96,5/20/2024,12/20/2023,1/20/2001,,,,
12254,"6,415",motorcycle,3.55,3/15/2024,8/15/2023,1/15/1989,,,,
12255,"5,843",bicycle,5.00,6/26/2024,7/26/2021,8/26/1957,,,,
12256,"6,870",electric vehicle,3.07,7/22/2022,10/22/2021,5/22/1991,,,,
12257,"5,720",sedan,5.00,5/17/2023,7/17/2022,1/17/1953,,,,
12258,"8,199",sedan,5.00,6/14/2024,4/14/2021,1/14/1957,,,,
12259,"14,257",bicycle,3.12,6/9/2024,8/9/2021,10/9/1990,,,,
12260,"40,416",motorcycle,3.23,5/22/2023,1/22/2020,4/22/1988,5/22/2023 0:58:00,1,"$14,706.00",$345.83
12261,781,sedan,1.69,5/20/2023,2/20/2023,7/20/2001,,,,
12262,"50,644",electric vehicle,5.00,7/1/2024,6/1/2020,6/1/1945,,,,
12263,"6,314",motorcycle,3.04,9/8/2023,3/8/2023,1/8/1993,,,,
12264,"10,856",sedan,1.57,7/23/2023,11/23/2021,10/23/2000,7/23/2023 10:24:00,1,"$9,214.00",$306.83
12265,"27,849",electric vehicle,5.00,6/3/2023,10/3/2020,6/3/1963,,,,
12266,"54,169",sedan,5.00,1/28/2024,10/28/2020,1/28/1955,,,,
12267,"29,662",sedan,5.00,2/21/2024,2/21/2022,11/21/1948,,,,
12268,"31,961",sedan,5.00,1/16/2024,4/16/2022,5/16/1972,,,,
12269,"2,246",sedan,5.00,7/1/2024,4/1/2023,4/1/1961,,,,
12270,"36,424",sedan,5.00,6/22/2024,10/22/2021,9/22/1962,,,,
12271,858,motorcycle,0.76,6/17/2024,10/17/2023,2/17/2005,,,,
12272,"18,226",motorcycle,4.33,7/1/2024,2/1/2023,12/1/1980,,,,
12273,"16,145",electric vehicle,5.00,7/8/2022,9/8/2021,9/8/1943,,,,
12274,"17,627",truck,5.00,6/30/2024,12/30/2022,8/30/1973,,,,
12275,"23,058",truck,3.38,4/23/2024,7/23/2021,6/23/1988,,,,
12276,"22,484",electric vehicle,3.96,7/1/2024,12/1/2022,6/1/1984,,,,
12277,"9,939",electric vehicle,3.20,12/23/2023,1/23/2020,8/23/1988,,,,
12278,"11,025",electric vehicle,1.32,2/12/2024,12/12/2021,10/12/2001,2/11/2024 15:37:00,0,"$4,222.00",$121.87
12279,378,truck,5.00,6/5/2024,6/5/2021,5/5/1964,,,,
12280,"55,534",motorcycle,5.00,7/1/2024,1/1/2021,3/1/1952,,,,
12281,"19,540",sedan,1.79,3/12/2024,11/12/2021,10/12/1999,3/11/2024 14:35:00,1,"$14,238.00","$4,308.19"
12282,"6,752",electric vehicle,2.99,7/30/2023,4/30/2022,7/30/1992,,,,
12283,"1,850",truck,4.73,12/3/2023,2/3/2021,11/3/1974,,,,
12284,"32,479",bicycle,1.93,7/28/2022,1/28/2019,4/28/1996,7/27/2022 19:47:00,1,"$16,969.00",$219.13
12285,435,sedan,1.01,6/30/2024,3/30/2024,12/30/2004,,,,
12286,"30,143",sedan,3.84,11/22/2022,11/22/2018,7/22/1981,,,,
12287,"18,538",motorcycle,3.29,6/14/2024,5/14/2022,,,,,
12288,"22,385",motorcycle,1.89,11/17/2023,6/17/2022,11/17/1999,11/17/2023 5:12:00,1,"$22,006.00","$1,882.29"
12289,"6,573",,0.76,10/15/2021,2/15/2021,6/15/2002,10/15/2021 4:10:00,1,"$9,609.00",$152.56
12290,"20,415",sedan,3.73,6/27/2024,11/27/2020,7/27/1984,,,,
12291,"3,309",electric vehicle,5.00,6/17/2024,8/17/2023,4/17/1953,,,,
12292,"4,099",bicycle,5.00,6/29/2024,6/29/2023,11/29/1951,,,,
12293,"1,094",bicycle,2.58,5/23/2024,4/23/2024,8/23/1997,,,,
12294,"1,585",truck,2.00,1/21/2024,9/21/2022,,,,,
12295,"35,551",motorcycle,4.56,7/1/2024,10/1/2021,4/1/1977,,,,
12296,"6,790",sedan,2.30,6/7/2024,11/7/2023,2/7/1999,,,,
12297,"17,893",electric vehicle,1.34,1/20/2022,5/20/2020,2/20/2000,1/20/2022 7:16:00,1,"$74,464.00","$6,795.08"
12298,"4,166",sedan,3.90,6/28/2024,8/28/2023,9/28/1985,,,,
12299,"24,487",electric vehicle,2.64,3/6/2022,3/6/2019,2/6/1992,3/5/2022 18:45:00,1,"$51,968.00","$7,316.44"
12300,"19,078",sedan,4.01,7/1/2024,9/1/2021,9/1/1982,,,,
12301,"3,013",bicycle,3.05,7/1/2024,4/1/2021,1/1/1991,,,,
12302,"22,287",electric vehicle,5.00,6/14/2024,1/14/2022,9/14/1972,,,,
12303,"17,335",electric vehicle,3.07,6/30/2024,3/30/2022,11/30/1991,,,,
12304,"5,612",sedan,5.00,8/26/2023,8/26/2022,5/26/1950,,,,
12305,"68,507",motorcycle,5.00,10/9/2022,11/9/2019,7/9/1969,10/8/2022 19:48:00,1,"$11,991.00",$562.46
12306,"12,438",sedan,3.22,11/16/2023,7/16/2022,12/16/1990,,,,
12307,"4,153",sedan,5.00,6/27/2024,1/27/2024,8/27/1946,,,,
12308,"3,134",bicycle,5.00,5/2/2024,4/2/2021,11/2/1956,,,,
12309,168,bicycle,5.00,12/17/2023,7/17/2023,11/17/1972,,,,
12310,"1,469",bicycle,5.00,6/29/2024,10/29/2022,4/29/1945,,,,
12311,"16,333",motorcycle,5.00,6/8/2024,2/8/2023,4/8/1973,,,,
12312,"33,039",electric vehicle,2.64,7/29/2022,7/29/2019,6/29/1992,7/29/2022 5:13:00,1,"$63,517.00","$7,286.44"
12313,"28,070",sedan,5.00,12/3/2022,1/3/2020,3/3/1956,,,,
12314,"45,677",,1.56,10/21/2021,2/21/2019,2/21/1998,10/21/2021 8:20:00,1,"$47,751.00","$6,986.20"
12315,"22,682",sedan,4.34,2/13/2024,6/13/2021,3/13/1979,,,,
12316,"29,911",motorcycle,5.00,1/30/2024,11/30/2021,3/30/1959,,,,
12317,"41,639",sedan,5.00,6/26/2024,10/26/2020,6/26/1948,,,,
12318,"20,751",sedan,5.00,7/1/2024,11/1/2022,4/1/1958,,,,
12319,"49,667",bicycle,3.00,2/24/2024,3/24/2021,5/24/1991,2/24/2024 10:23:00,1,"$4,631.00",$44.36
12320,"7,373",sedan,0.90,1/15/2023,1/15/2022,1/15/2003,1/14/2023 23:57:00,1,"$108,048.00","$11,219.76"
12321,"62,627",bicycle,5.00,2/8/2024,5/8/2020,7/8/1963,2/8/2024 6:15:00,0,"$3,103.00",$76.67
12322,"5,790",bicycle,1.75,4/2/2022,9/2/2021,11/2/1999,4/2/2022 2:05:00,1,"$10,316.00",$112.38
12323,572,electric vehicle,4.14,6/30/2024,5/30/2024,1/30/1984,,,,
12324,"38,349",motorcycle,3.94,4/22/2024,7/22/2021,3/22/1983,4/21/2024 19:47:00,0,"$25,000.00","$3,751.78"
12325,"11,208",sedan,4.83,7/1/2024,5/1/2021,2/1/1974,,,,
12326,"50,314",truck,5.00,7/1/2024,2/1/2021,7/1/1956,,,,
12327,"9,071",truck,3.75,6/30/2024,7/30/2023,2/28/1987,,,,
12328,"25,148",sedan,3.18,1/1/2023,10/1/2019,7/1/1988,,,,
12329,"8,916",bicycle,5.00,6/30/2024,2/28/2021,12/28/1964,,,,
12330,"13,183",sedan,3.65,6/4/2024,3/4/2021,9/4/1985,,,,
12331,"17,110",sedan,4.51,6/17/2024,1/17/2022,2/17/1978,,,,
12332,"10,955",sedan,0.89,9/13/2022,9/13/2021,9/13/2002,9/12/2022 17:41:00,1,"$63,274.00","$9,592.45"
12333,"47,262",sedan,5.00,10/15/2023,9/15/2021,1/15/1963,,,,
12334,"27,002",motorcycle,5.00,6/24/2024,5/24/2022,3/24/1945,,,,
12335,"2,663",truck,0.76,12/7/2023,10/7/2023,,12/7/2023 9:21:00,0,"$6,413.00",$428.50
12336,473,motorcycle,5.00,4/10/2024,11/10/2023,8/10/1969,,,,
12337,"9,913",sedan,4.15,7/30/2023,9/30/2022,5/30/1982,,,,
12338,"32,011",,1.57,11/12/2021,6/12/2019,5/12/1998,11/12/2021 3:08:00,1,"$12,093.00",$153.30
12339,"6,003",motorcycle,2.95,7/1/2024,1/1/2024,8/1/1994,,,,
12340,"38,999",sedan,5.00,6/30/2024,1/30/2021,7/30/1961,,,,
12341,"1,919",motorcycle,5.00,5/28/2024,3/28/2024,4/28/1973,,,,
12342,"7,711",motorcycle,2.49,7/1/2024,8/1/2023,7/1/1997,,,,
12343,"2,940",motorcycle,1.36,9/12/2023,5/12/2023,2/12/2003,,,,
12344,"2,494",truck,4.71,6/27/2024,10/27/2023,9/27/1977,,,,
12345,"18,070",bicycle,4.96,7/1/2024,2/1/2023,7/1/1974,,,,
12346,"9,114",motorcycle,5.00,3/2/2024,3/2/2023,11/2/1963,,,,
12347,"12,220",electric vehicle,3.38,7/1/2024,9/1/2021,9/1/1988,,,,
12348,"27,775",electric vehicle,2.86,2/3/2024,5/3/2020,8/3/1991,2/2/2024 18:44:00,0,"$4,574.00",$172.31
12349,"21,473",motorcycle,3.98,7/10/2022,9/10/2019,1/10/1981,,,,
12350,"39,437",truck,1.49,12/21/2023,3/21/2021,,12/21/2023 7:18:00,1,"$24,559.00","$1,825.12"
12351,"30,948",sedan,4.27,5/17/2024,5/17/2022,10/17/1980,,,,
12352,"12,581",bicycle,3.22,8/26/2023,3/26/2022,7/26/1990,,,,
12353,"23,853",sedan,3.17,5/12/2024,12/12/2021,9/12/1990,,,,
12354,"21,937",motorcycle,5.00,10/22/2023,2/22/2022,1/22/1962,,,,
12355,"29,726",,1.95,11/7/2021,5/7/2019,7/7/1996,11/6/2021 23:56:00,1,"$74,269.00","$13,961.38"
12356,"9,237",electric vehicle,2.72,6/19/2023,9/19/2020,1/19/1993,,,,
12357,"11,979",sedan,2.43,6/26/2024,10/26/2020,3/26/1995,,,,
12358,"7,848",motorcycle,4.16,5/24/2024,9/24/2021,3/24/1981,,,,
12359,"39,564",bicycle,4.02,7/2/2023,1/2/2021,12/2/1981,7/1/2023 20:50:00,0,"$25,000.00","$3,596.97"
12360,"13,223",bicycle,1.80,3/19/2023,11/19/2021,10/19/1999,3/19/2023 5:13:00,1,"$8,964.00",$292.60
12361,"11,822",truck,3.02,4/22/2023,6/22/2021,7/22/1991,,,,
12362,"21,636",motorcycle,2.74,11/28/2022,8/28/2021,10/28/1993,11/28/2022 7:17:00,1,"$12,093.00",$100.49
12363,"15,585",electric vehicle,3.54,5/29/2024,4/29/2021,11/29/1986,,,,
12364,"2,909",bicycle,1.23,1/27/2024,10/27/2023,12/27/2003,1/26/2024 19:47:00,0,"$4,803.00",$138.31
12365,"24,277",sedan,5.00,6/26/2024,12/26/2021,4/26/1956,,,,
12366,"11,993",sedan,5.00,12/1/2023,10/1/2020,11/1/1958,,,,
12367,"11,618",sedan,3.21,7/1/2024,12/1/2023,6/1/1992,,,,
12368,"8,591",sedan,5.00,6/27/2024,10/27/2023,8/27/1957,,,,
12369,"14,041",sedan,5.00,8/31/2023,8/31/2020,8/31/1948,,,,
12370,"23,229",motorcycle,4.52,9/13/2023,7/13/2020,6/13/1976,,,,
12371,"45,789",electric vehicle,5.00,7/19/2022,10/19/2019,12/19/1956,,,,
12372,639,truck,2.81,5/6/2024,4/6/2022,12/6/1993,,,,
12373,"4,474",truck,0.68,12/9/2022,5/9/2022,10/9/2003,12/8/2022 20:49:00,1,"$12,895.00",$317.82
12374,"29,233",electric vehicle,5.00,12/30/2022,4/30/2021,8/30/1968,,,,
12375,"8,999",truck,5.00,6/21/2024,8/21/2021,2/21/1967,,,,
12376,"19,152",electric vehicle,5.00,6/27/2024,7/27/2020,5/27/1949,,,,
12377,29,truck,3.23,5/12/2024,3/12/2024,7/12/1992,,,,
12378,"3,007",motorcycle,4.67,6/29/2024,1/29/2024,6/29/1978,,,,
12379,"8,874",sedan,3.72,6/30/2024,10/30/2023,8/30/1987,,,,
12380,"21,504",sedan,1.82,5/6/2024,8/6/2021,6/6/1999,5/5/2024 13:31:00,0,"$4,713.00",$209.38
12381,"15,458",electric vehicle,5.00,11/22/2023,10/22/2021,4/22/1961,,,,
12382,"9,858",truck,4.83,7/1/2024,6/1/2023,4/1/1976,,,,
12383,"42,041",,3.12,10/25/2021,12/25/2017,3/25/1987,10/24/2021 18:45:00,1,"$58,353.00","$13,676.51"
12384,"19,657",,2.63,8/2/2021,3/2/2018,3/2/1991,8/2/2021 11:26:00,1,"$10,476.00",$244.23
12385,992,sedan,0.28,10/31/2022,9/30/2022,8/30/2004,10/30/2022 21:51:00,1,"$22,771.00",$360.07
12386,"13,710",sedan,5.00,2/11/2024,9/11/2021,6/11/1951,,,,
12387,"1,181",motorcycle,1.08,4/29/2024,4/29/2023,11/29/2003,,,,
12388,"17,912",electric vehicle,5.00,4/26/2024,12/26/2022,12/26/1971,,,,
12389,"21,145",motorcycle,4.78,4/24/2024,11/24/2020,3/24/1974,,,,
12390,"20,025",electric vehicle,5.00,6/26/2024,6/26/2020,10/26/1949,,,,
12391,"34,295",,3.00,12/21/2021,2/21/2019,4/21/1989,12/20/2021 19:47:00,1,"$14,258.00",$483.12
12392,"6,862",sedan,1.22,11/9/2023,,7/9/2003,11/9/2023 6:14:00,0,"$4,872.00",$180.85
12393,"54,037",motorcycle,5.00,2/22/2023,5/22/2020,3/22/1954,,,,
12394,"10,352",sedan,5.00,7/1/2024,6/1/2023,7/1/1957,,,,
12395,"24,520",motorcycle,4.59,6/30/2024,11/30/2021,2/28/1977,,,,
12396,"9,306",sedan,5.00,6/30/2024,10/30/2021,11/30/1957,,,,
12397,"7,152",motorcycle,2.09,6/25/2024,8/25/2022,1/25/1999,,,,
12398,"10,547",bicycle,5.00,7/1/2024,11/1/2023,9/1/1967,,,,
12399,"28,503",bicycle,4.33,6/13/2024,6/13/2020,4/13/1978,,,,
12400,"5,023",motorcycle,4.20,7/6/2023,3/6/2022,5/6/1981,,,,
12401,"41,698",truck,2.42,1/27/2024,4/27/2021,9/27/1995,1/27/2024 4:08:00,0,"$15,882.00","$3,040.05"
12402,364,motorcycle,5.00,1/11/2023,8/11/2022,6/11/1957,,,,
12403,"19,151",motorcycle,4.88,6/16/2024,8/16/2020,11/16/1972,,,,
12404,"5,004",motorcycle,5.00,2/1/2024,3/1/2023,8/1/1946,,,,
12405,"26,524",motorcycle,5.00,12/13/2022,4/13/2021,12/13/1951,,,,
12406,"1,979",electric vehicle,2.31,6/21/2024,11/21/2023,12/21/1998,,,,
12407,"14,449",sedan,5.00,4/6/2024,3/6/2023,8/6/1953,,,,
12408,"5,641",sedan,5.00,3/13/2024,8/13/2020,5/13/1970,,,,
12409,"2,770",sedan,5.00,3/31/2024,8/31/2023,12/31/1963,,,,
12410,"3,905",motorcycle,5.00,6/16/2023,11/16/2022,8/16/1967,,,,
12411,"3,751",sedan,5.00,11/5/2023,5/5/2023,3/5/1968,,,,
12412,"21,113",motorcycle,3.58,5/27/2024,5/27/2022,,,,,
12413,"4,164",electric vehicle,3.63,5/24/2024,10/24/2023,6/24/1988,,,,
12414,"38,055",sedan,5.00,3/4/2024,2/4/2021,10/4/1960,,,,
12415,"40,406",motorcycle,5.00,7/1/2024,8/1/2020,7/1/1961,,,,
12416,"16,327",sedan,5.00,3/27/2024,6/27/2022,1/27/1961,,,,
12417,"7,046",motorcycle,5.00,5/29/2024,7/29/2023,3/29/1962,,,,
12418,"9,644",bicycle,5.00,6/17/2024,7/17/2023,8/17/1957,,,,
12419,"4,711",motorcycle,3.10,12/6/2023,9/6/2023,2/6/1993,,,,
12420,"36,346",motorcycle,5.00,6/27/2024,12/27/2021,5/27/1953,,,,
12421,"82,638",electric vehicle,5.00,3/27/2023,6/27/2019,11/27/1956,3/27/2023 5:11:00,1,"$9,495.00",$268.37
12422,"35,372",sedan,5.00,6/29/2024,12/29/2021,11/29/1958,,,,
12423,"22,485",sedan,5.00,6/27/2024,8/27/2021,10/27/1956,,,,
12424,"78,337",motorcycle,1.93,5/16/2023,1/16/2020,4/16/1997,5/15/2023 14:34:00,0,"$9,291.00",$237.94
12425,"5,102",motorcycle,5.00,6/30/2024,1/30/2024,7/30/1950,,,,
12426,403,motorcycle,2.79,12/8/2022,10/8/2022,8/8/1994,,,,
12427,"13,757",sedan,0.97,8/5/2023,6/5/2022,4/5/2003,8/4/2023 19:47:00,1,"$11,657.00",$307.63
12428,"8,591",sedan,4.49,6/26/2024,10/26/2020,1/26/1977,,,,
12429,"35,000",electric vehicle,1.98,8/2/2023,7/2/2020,7/2/1997,8/1/2023 17:42:00,1,"$11,430.00",$482.24
12430,"31,659",sedan,2.40,4/6/2024,7/6/2021,1/6/1996,4/5/2024 20:49:00,0,"$22,451.00","$3,599.80"
12431,"13,116",sedan,3.08,6/28/2024,6/28/2022,1/28/1992,,,,
12432,"37,464",sedan,5.00,11/4/2023,8/4/2020,9/4/1943,,,,
12433,"7,660",motorcycle,3.84,7/1/2024,2/1/2021,10/1/1983,,,,
12434,"11,934",sedan,5.00,6/30/2024,4/30/2023,10/30/1947,,,,
12435,"4,901",bicycle,1.68,5/24/2024,12/24/2023,5/24/2002,5/23/2024 13:32:00,0,"$25,000.00","$8,230.57"
12436,20,sedan,2.33,7/1/2024,4/1/2024,4/1/1999,,,,
12437,"10,312",,0.62,7/7/2021,1/7/2021,7/7/2002,7/7/2021 1:03:00,1,"$41,433.00","$8,952.69"
12438,"33,040",bicycle,1.68,2/5/2024,5/5/2021,11/5/1999,2/4/2024 19:46:00,0,"$15,599.00","$4,038.97"
12439,"12,336",sedan,1.34,3/16/2023,2/16/2022,11/16/2001,3/15/2023 16:39:00,0,"$9,849.00",$334.66
12440,"3,021",sedan,3.11,9/27/2023,6/27/2023,10/27/1992,,,,
12441,"1,713",motorcycle,5.00,7/1/2024,10/1/2023,5/1/1964,,,,
12442,"11,693",electric vehicle,3.41,7/1/2024,4/1/2021,12/1/1987,,,,
12443,"4,486",sedan,5.00,6/27/2024,12/27/2023,3/27/1953,,,,
12444,"11,251",sedan,1.67,4/18/2022,6/18/2019,12/18/1997,4/17/2022 23:57:00,1,"$21,430.00",$734.66
12445,"4,166",sedan,3.00,7/1/2024,1/1/2024,4/1/1994,,,,
12446,"7,154",sedan,2.56,6/11/2024,8/11/2023,2/11/1997,,,,
12447,"52,034",sedan,2.08,7/18/2023,8/18/2019,2/18/1996,7/17/2023 13:32:00,1,"$40,921.00","$3,466.96"
12448,"10,571",motorcycle,2.74,6/23/2024,11/23/2023,2/23/1996,,,,
12449,"4,491",truck,5.00,8/28/2023,2/28/2022,12/28/1965,,,,
12450,"46,288",electric vehicle,3.78,9/2/2023,10/2/2020,,9/1/2023 17:41:00,1,"$8,440.00",$243.75
12451,181,bicycle,0.14,3/11/2023,3/11/2023,3/11/2005,3/11/2023 4:08:00,1,"$10,983.00",$721.55
12452,"54,860",electric vehicle,1.45,6/26/2022,11/26/2019,4/26/1999,6/25/2022 12:30:00,1,"$11,030.00",$354.03
12453,"16,612",sedan,4.56,7/1/2024,11/1/2022,5/1/1978,,,,
12454,"69,931",electric vehicle,5.00,12/21/2022,9/21/2019,2/21/1965,12/21/2022 8:18:00,1,"$9,245.00",$140.03
12455,"43,658",electric vehicle,5.00,3/6/2023,12/6/2020,1/6/1949,,,,
12456,"15,101",sedan,5.00,7/1/2024,10/1/2021,6/1/1968,,,,
12457,"2,104",bicycle,5.00,7/16/2023,5/16/2023,6/16/1964,,,,
12458,"14,840",motorcycle,5.00,5/4/2024,2/4/2023,8/4/1958,,,,
12459,"7,872",bicycle,5.00,7/1/2024,2/1/2022,12/1/1945,,,,
12460,864,truck,5.00,9/13/2022,8/13/2021,5/13/1948,,,,
12461,"2,670",bicycle,3.47,3/4/2024,2/4/2022,4/4/1988,,,,
12462,"4,650",sedan,5.00,10/9/2022,3/9/2022,2/9/1956,,,,
12463,"4,756",bicycle,4.10,6/21/2024,10/21/2021,12/21/1981,,,,
12464,144,sedan,3.05,6/13/2024,10/13/2021,7/13/1991,,,,
12465,"12,093",bicycle,5.00,7/1/2024,11/1/2022,9/1/1954,,,,
12466,"24,366",bicycle,4.05,2/11/2024,3/11/2021,10/11/1981,,,,
12467,"42,521",truck,2.79,8/10/2022,4/10/2020,2/10/1992,8/9/2022 16:39:00,1,"$15,844.00",$365.42
12468,"5,802",motorcycle,5.00,6/17/2023,10/17/2021,10/17/1945,,,,
12469,"4,959",sedan,5.00,6/24/2024,7/24/2023,11/24/1953,,,,
12470,"4,162",bicycle,3.04,12/5/2023,9/5/2023,7/5/1993,,,,
12471,"15,395",sedan,3.52,7/1/2024,1/1/2023,9/1/1988,,,,
12472,"1,619",bicycle,4.64,4/29/2024,10/29/2023,6/29/1978,,,,
12473,"42,287",electric vehicle,4.28,6/6/2024,10/6/2020,2/6/1979,,,,
12474,"12,050",motorcycle,5.00,8/23/2023,6/23/2021,1/23/1951,,,,
12475,"5,702",motorcycle,4.46,10/25/2023,8/25/2021,2/25/1978,,,,
12476,"7,784",sedan,5.00,6/27/2024,10/27/2022,2/27/1951,,,,
12477,"2,421",electric vehicle,2.72,6/29/2024,1/29/2024,5/29/1996,,,,
12478,"49,307",,2.77,8/20/2021,12/20/2017,11/20/1989,8/19/2021 20:50:00,1,"$13,538.00",$432.83
12479,"4,326",sedan,5.00,5/20/2024,1/20/2023,7/20/1966,,,,
12480,"6,535",truck,4.43,4/5/2024,10/5/2023,8/5/1980,,,,
12481,"16,288",electric vehicle,2.04,6/14/2023,12/14/2021,8/14/1998,6/13/2023 16:38:00,0,"$25,000.00","$5,490.69"
12482,"21,472",bicycle,5.00,6/3/2024,11/3/2022,6/3/1970,,,,
12483,"17,891",electric vehicle,3.23,12/30/2023,5/30/2021,9/30/1989,,,,
12484,"36,241",electric vehicle,4.79,6/14/2024,3/14/2021,5/14/1974,,,,
12485,"1,093",sedan,4.84,7/1/2024,4/1/2024,12/1/1976,,,,
12486,"5,392",electric vehicle,5.00,6/1/2024,11/1/2023,1/1/1954,,,,
12487,"13,670",sedan,1.45,7/5/2022,12/5/2019,5/5/1999,7/4/2022 22:53:00,1,"$19,394.00",$273.00
12488,"1,621",sedan,4.15,7/1/2024,9/1/2023,5/1/1983,,,,
12489,"21,473",truck,5.00,9/5/2022,11/5/2019,9/5/1970,,,,
12490,"14,934",bicycle,4.81,3/1/2024,7/1/2022,6/1/1975,,,,
12491,"13,336",sedan,1.98,6/7/2022,7/7/2018,7/7/1995,6/7/2022 10:25:00,1,"$39,324.00","$11,660.79"
12492,"12,100",,2.13,7/25/2021,6/25/2020,8/25/1996,7/25/2021 1:01:00,1,"$12,625.00",$343.95
